PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Actual,Pred_Baseline (prior),Pred_Logistic Regression,Pred_Decision Tree,Pred_Random Forest,Pred_Hist Gradient Boosting
230.3,424.7,136.7,14.6,156.6,30.0,7.96,43.4,46.4,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
263.8,193.5,69.6,88.4,141.6,6.3,0.17,1.4,191.2,Severe,Very Poor,Poor,Severe,Severe,Severe
464.6,153.6,51.5,78.9,225.5,33.4,0.1,1.3,25.4,Moderate,Very Poor,Satisfactory,Moderate,Moderate,Moderate
315.4,42.3,184.3,73.6,244.9,41.3,4.79,53.1,173.2,Severe,Very Poor,Poor,Severe,Severe,Severe
196.8,236.9,81.7,79.7,7.9,5.0,3.16,97.2,51.1,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
398.6,514.9,149.8,19.8,130.5,44.3,8.45,78.7,167.6,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
133.5,267.8,92.6,91.4,26.8,34.6,0.68,89.6,89.3,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
401.9,318.7,110.3,63.0,73.4,48.7,5.53,93.3,66.4,Poor,Very Poor,Moderate,Poor,Poor,Poor
139.3,536.4,79.4,121.9,113.2,29.2,2.08,48.6,141.8,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
11.5,280.5,160.0,29.2,32.0,31.1,4.41,10.5,150.8,Poor,Very Poor,Poor,Poor,Poor,Poor
301.0,35.1,183.5,129.1,241.0,22.5,8.93,49.0,11.3,Severe,Very Poor,Moderate,Severe,Severe,Severe
328.3,160.2,17.3,80.1,34.0,33.1,7.59,5.0,188.5,Severe,Very Poor,Poor,Severe,Severe,Severe
413.0,491.9,110.3,122.7,197.3,12.9,4.62,92.1,182.9,Severe,Very Poor,Severe,Severe,Severe,Severe
41.0,388.4,167.6,117.4,173.0,14.2,7.58,0.1,56.9,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
18.4,439.7,32.2,133.9,101.0,49.7,9.84,5.1,111.9,Severe,Very Poor,Very Poor,Severe,Severe,Severe
159.1,12.6,114.2,137.4,141.2,26.8,2.95,27.3,26.0,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
410.2,21.2,136.7,133.9,13.4,1.0,4.78,0.8,142.6,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
448.2,466.5,142.6,74.3,219.0,11.3,6.88,25.1,27.5,Severe,Very Poor,Severe,Severe,Severe,Severe
310.4,483.5,16.5,74.8,9.3,29.7,3.67,92.4,158.1,Severe,Very Poor,Severe,Severe,Severe,Severe
377.1,33.8,60.9,146.4,144.3,32.2,6.55,6.9,103.8,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
414.7,347.4,9.3,111.5,118.6,40.3,9.97,71.8,129.9,Poor,Very Poor,Severe,Poor,Poor,Poor
360.2,290.4,43.4,111.0,20.6,34.1,2.38,93.0,141.8,Poor,Very Poor,Poor,Poor,Poor,Poor
457.8,272.1,13.0,121.1,202.0,2.1,7.56,72.6,119.0,Poor,Very Poor,Moderate,Poor,Poor,Poor
357.8,179.9,16.0,112.1,244.9,25.1,5.4,34.5,116.3,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
141.5,158.0,192.7,28.5,165.6,35.8,8.76,79.5,54.6,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
50.6,267.2,177.6,54.0,107.5,9.0,9.37,35.9,85.0,Poor,Very Poor,Very Poor,Poor,Poor,Poor
81.4,526.3,194.9,47.8,25.9,43.7,6.49,77.5,172.4,Poor,Very Poor,Poor,Poor,Poor,Poor
399.5,251.8,84.7,90.8,171.4,28.0,9.05,22.2,156.7,Poor,Very Poor,Poor,Poor,Poor,Poor
374.7,574.4,54.6,53.0,190.9,0.8,8.05,71.1,51.3,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
46.3,335.0,133.4,11.5,19.5,45.6,3.14,49.2,147.5,Poor,Very Poor,Poor,Poor,Poor,Poor
273.3,274.5,174.3,70.0,240.2,0.3,6.43,2.3,176.4,Severe,Very Poor,Poor,Severe,Severe,Severe
385.6,414.5,110.2,127.6,219.4,39.9,3.67,81.4,151.4,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
152.9,599.1,125.9,114.6,141.3,6.2,4.94,72.5,18.4,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Satisfactory
235.3,82.3,63.1,86.9,192.0,42.3,7.3,39.0,153.6,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
58.6,442.1,118.7,62.5,28.7,39.4,1.78,39.2,146.2,Severe,Very Poor,Poor,Severe,Severe,Severe
388.6,208.0,106.4,136.5,192.2,37.0,0.13,19.4,153.8,Moderate,Very Poor,Poor,Moderate,Moderate,Moderate
411.8,340.8,141.5,66.8,97.1,43.0,0.08,78.7,117.9,Poor,Very Poor,Satisfactory,Moderate,Poor,Satisfactory
6.1,151.4,62.3,57.2,105.4,11.8,3.64,20.6,173.2,Poor,Very Poor,Poor,Poor,Poor,Poor
60.1,546.3,96.0,79.3,53.7,42.2,9.98,61.2,4.5,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
321.7,148.4,105.9,69.6,119.7,11.6,6.5,80.9,108.3,Severe,Very Poor,Moderate,Severe,Severe,Severe
83.8,153.9,48.2,141.3,177.3,16.1,7.59,44.4,182.0,Poor,Very Poor,Poor,Poor,Poor,Poor
198.4,544.1,151.7,145.9,192.5,15.4,3.3,0.1,167.8,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
141.9,510.5,95.3,20.3,104.0,38.2,8.71,42.4,124.3,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Severe
96.5,420.7,38.4,10.7,169.1,44.9,7.11,32.4,198.6,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Poor
437.7,499.0,137.4,39.4,179.2,48.5,5.47,97.2,195.0,Severe,Very Poor,Severe,Severe,Severe,Severe
236.8,358.7,18.1,51.2,96.7,0.2,9.58,13.3,109.4,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
60.0,499.5,93.9,120.8,38.3,37.1,8.08,61.9,76.3,Severe,Very Poor,Very Poor,Severe,Severe,Severe
373.6,360.6,161.9,140.4,83.4,40.0,9.36,76.9,121.4,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
427.7,526.7,62.0,127.8,79.1,35.3,3.12,5.5,110.2,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
254.3,498.3,113.4,80.4,244.5,46.3,1.63,87.1,44.5,Severe,Very Poor,Severe,Severe,Severe,Severe
117.1,449.6,167.5,91.2,15.3,42.3,6.46,14.3,42.1,Severe,Very Poor,Very Poor,Severe,Severe,Severe
314.9,216.4,176.0,86.3,245.5,22.7,6.21,61.6,5.6,Severe,Very Poor,Moderate,Severe,Severe,Severe
397.8,221.1,55.1,137.3,55.5,5.6,7.91,35.8,62.4,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
6.1,29.8,74.4,75.5,180.8,41.9,1.08,11.3,21.2,Satisfactory,Very Poor,Satisfactory,Satisfactory,Moderate,Satisfactory
381.7,482.7,155.7,109.9,1.5,28.2,7.8,55.2,55.5,Severe,Very Poor,Severe,Severe,Severe,Severe
402.7,260.2,48.7,73.4,212.6,32.2,4.76,15.9,87.2,Poor,Very Poor,Moderate,Poor,Poor,Poor
179.0,385.7,115.2,82.3,64.5,46.2,1.25,7.6,171.3,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
382.0,568.3,147.8,63.2,39.3,17.1,7.24,85.7,60.3,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
243.4,160.7,28.9,123.0,115.5,13.0,1.83,85.3,100.0,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
127.2,462.0,167.2,108.1,112.7,3.7,9.65,92.3,58.6,Severe,Very Poor,Very Poor,Severe,Severe,Severe
495.6,130.3,199.1,56.3,104.1,23.4,5.66,84.2,138.5,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
95.1,257.6,27.1,17.1,42.5,9.2,3.89,80.2,35.2,Poor,Very Poor,Very Poor,Poor,Poor,Poor
271.7,497.1,103.0,137.7,13.2,23.8,9.05,81.4,62.4,Severe,Very Poor,Severe,Severe,Severe,Severe
279.6,407.2,107.8,57.5,246.2,25.0,4.68,95.9,197.3,Severe,Very Poor,Poor,Severe,Severe,Severe
295.1,323.5,134.4,111.9,49.9,2.1,4.09,44.4,50.7,Severe,Very Poor,Moderate,Severe,Severe,Severe
472.1,261.1,148.0,64.4,67.6,1.8,7.19,98.6,187.7,Poor,Very Poor,Poor,Poor,Poor,Poor
67.9,574.2,98.7,12.5,119.7,23.6,5.89,87.4,21.5,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
191.5,410.8,134.3,39.5,248.8,47.0,3.87,4.3,141.6,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
306.8,86.5,173.0,26.2,135.3,14.2,4.66,82.2,100.6,Severe,Very Poor,Moderate,Severe,Severe,Severe
105.3,413.3,197.0,146.4,196.0,2.3,8.61,86.2,5.1,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
145.5,106.9,185.0,33.0,4.1,45.5,5.36,62.4,129.9,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
494.5,265.5,184.9,60.7,58.9,33.9,9.5,91.3,23.7,Poor,Very Poor,Moderate,Poor,Poor,Poor
408.8,51.5,136.6,97.1,184.6,37.0,3.82,6.5,58.0,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
141.1,47.6,49.7,14.5,65.3,14.0,6.61,82.3,97.2,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Poor
63.3,485.8,75.5,69.7,107.2,22.0,9.65,91.8,179.9,Severe,Very Poor,Poor,Severe,Severe,Severe
418.2,49.0,137.9,125.3,12.6,10.5,3.88,19.9,96.5,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
232.3,258.0,2.5,12.6,101.7,19.2,6.64,75.5,9.2,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
306.5,524.5,119.2,13.0,157.0,21.0,0.47,3.6,63.5,Severe,Very Poor,Satisfactory,Severe,Severe,Severe
493.6,522.5,155.7,133.7,24.7,5.2,8.65,64.4,116.6,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
179.4,412.3,116.7,54.9,94.5,1.3,8.97,83.1,182.0,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
420.1,323.4,70.5,45.4,163.9,10.0,0.3,86.1,21.0,Poor,Very Poor,Satisfactory,Moderate,Poor,Poor
141.0,365.8,139.0,94.5,54.9,40.1,0.74,32.3,178.8,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
275.4,189.6,54.4,125.2,105.9,25.0,9.98,64.8,134.1,Severe,Very Poor,Moderate,Severe,Severe,Severe
295.4,549.1,119.0,59.7,30.1,1.1,0.76,91.1,187.8,Severe,Very Poor,Severe,Severe,Severe,Severe
84.8,29.8,17.9,58.6,208.2,5.0,0.19,41.7,78.6,Moderate,Very Poor,Satisfactory,Moderate,Moderate,Poor
314.3,427.1,165.8,54.1,97.8,2.6,3.08,28.6,82.2,Severe,Very Poor,Severe,Severe,Severe,Severe
336.4,164.0,134.4,43.5,170.4,45.1,2.56,71.4,97.0,Severe,Very Poor,Moderate,Severe,Severe,Severe
42.9,595.5,21.6,34.0,3.1,41.3,0.78,65.9,136.9,Moderate,Very Poor,Very Poor,Moderate,Moderate,Satisfactory
373.1,592.1,169.6,147.6,169.7,24.9,4.71,99.0,98.6,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
125.9,352.8,198.4,105.1,214.1,23.2,5.24,97.9,34.9,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
77.3,122.1,189.6,58.7,207.7,39.0,2.66,52.7,10.0,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
44.1,30.5,140.0,63.5,70.9,7.8,8.64,19.2,52.7,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
361.4,171.4,159.8,52.2,157.9,27.8,1.16,53.4,116.1,Moderate,Very Poor,Satisfactory,Moderate,Moderate,Moderate
437.1,497.5,155.6,24.2,47.4,42.8,7.28,15.8,58.4,Severe,Very Poor,Severe,Severe,Severe,Severe
275.0,594.7,195.9,46.9,185.2,18.3,1.37,32.6,40.1,Severe,Very Poor,Satisfactory,Severe,Severe,Severe
239.4,373.3,81.9,21.5,201.4,38.8,2.68,2.7,136.3,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
306.3,61.1,21.1,84.2,79.4,9.3,6.98,42.6,106.5,Severe,Very Poor,Moderate,Severe,Severe,Severe
196.4,435.5,65.2,83.6,163.0,44.1,7.07,44.7,119.4,Severe,Very Poor,Very Poor,Severe,Severe,Severe
85.1,568.9,65.6,2.8,249.0,40.3,4.83,14.6,111.5,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
143.2,321.5,179.7,2.2,20.4,45.1,5.89,32.8,45.9,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
232.9,177.6,155.7,20.8,192.3,37.4,5.71,41.6,39.2,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Moderate
317.8,103.1,68.4,87.0,128.9,35.3,4.5,58.9,19.1,Severe,Very Poor,Moderate,Severe,Severe,Severe
178.6,464.0,69.2,21.1,41.2,45.4,5.81,45.0,77.2,Severe,Very Poor,Severe,Severe,Severe,Very Poor
463.5,291.1,181.5,149.0,97.1,41.5,5.4,16.3,115.5,Poor,Very Poor,Severe,Poor,Poor,Poor
34.8,36.6,165.4,36.8,105.3,25.6,8.45,88.7,69.1,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
238.4,391.2,186.6,75.3,79.7,37.5,4.83,17.1,75.9,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
280.4,108.7,6.5,96.2,163.5,8.1,8.19,24.6,52.9,Severe,Very Poor,Moderate,Severe,Severe,Severe
13.8,523.2,88.8,120.8,36.8,37.1,6.3,99.7,29.3,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
484.4,523.1,35.9,76.1,152.0,28.9,0.69,61.0,91.8,Satisfactory,Very Poor,Satisfactory,Satisfactory,Satisfactory,Poor
3.7,2.6,127.4,35.2,121.1,47.5,8.94,44.3,115.1,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
18.9,383.2,194.6,86.6,49.7,15.3,5.85,97.2,56.3,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
426.0,352.7,85.4,92.7,239.4,8.5,0.13,18.5,0.3,Very Poor,Very Poor,Satisfactory,Severe,Very Poor,Very Poor
350.0,193.7,88.9,65.0,208.5,19.5,2.91,76.3,102.5,Severe,Very Poor,Moderate,Severe,Severe,Moderate
444.8,430.2,174.5,98.5,148.7,6.6,2.73,26.3,155.5,Moderate,Very Poor,Severe,Very Poor,Very Poor,Severe
326.5,114.4,132.1,92.6,180.0,23.6,1.74,82.8,35.5,Severe,Very Poor,Moderate,Severe,Severe,Severe
242.9,254.4,154.2,43.4,4.6,4.0,9.9,3.6,75.7,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
416.4,16.4,102.0,16.9,247.6,21.7,0.66,52.7,147.6,Moderate,Very Poor,Satisfactory,Moderate,Moderate,Moderate
277.2,173.0,120.1,32.7,98.2,24.7,3.01,76.1,160.1,Severe,Very Poor,Poor,Severe,Severe,Severe
424.6,502.0,117.0,50.1,246.1,48.6,6.9,44.7,37.1,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
435.0,6.6,127.8,13.7,228.0,33.1,7.56,42.4,73.1,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
449.5,584.7,80.0,37.4,64.7,32.0,6.29,80.0,15.1,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
330.0,137.6,129.7,73.9,44.6,29.0,8.65,18.5,57.4,Severe,Very Poor,Moderate,Severe,Severe,Severe
14.8,147.0,41.9,117.1,167.5,43.2,2.93,90.1,114.4,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
400.8,81.7,100.8,74.7,177.5,26.3,6.07,17.8,105.1,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
347.7,159.1,28.3,125.8,201.7,11.5,6.09,3.9,55.4,Severe,Very Poor,Moderate,Severe,Severe,Severe
261.7,576.7,143.7,101.2,218.7,20.1,5.05,37.7,35.1,Severe,Very Poor,Severe,Severe,Severe,Severe
92.3,572.9,17.0,87.6,210.2,34.5,5.96,84.7,113.8,Poor,Very Poor,Very Poor,Poor,Poor,Poor
433.2,90.6,197.4,105.8,117.2,15.7,6.31,93.5,151.7,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
452.6,564.2,88.2,109.7,75.3,4.4,2.43,64.7,40.4,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
242.8,532.6,66.8,17.3,185.6,15.3,9.91,40.2,63.7,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
239.1,549.9,134.9,64.3,120.6,18.1,2.05,17.0,172.5,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
47.0,494.0,85.3,121.3,124.0,28.8,4.55,20.3,110.9,Severe,Very Poor,Very Poor,Severe,Severe,Severe
178.6,103.7,112.9,140.3,173.0,28.0,6.01,50.0,111.5,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
66.0,499.6,7.4,7.7,227.2,43.0,9.07,71.9,123.3,Severe,Very Poor,Very Poor,Severe,Severe,Poor
178.6,408.1,74.0,112.4,219.4,14.6,2.91,8.8,21.2,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
465.8,303.4,111.2,2.9,71.8,2.3,1.24,14.8,193.8,Poor,Very Poor,Satisfactory,Poor,Poor,Poor
302.2,142.1,168.3,20.7,138.0,22.5,3.74,48.0,53.6,Severe,Very Poor,Moderate,Severe,Severe,Severe
443.8,253.1,17.6,122.8,145.5,32.1,8.58,16.2,53.6,Poor,Very Poor,Moderate,Poor,Poor,Poor
142.4,233.8,1.9,41.6,72.0,19.8,6.36,43.4,6.6,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
166.4,158.6,115.9,140.9,19.2,24.4,1.61,29.1,53.5,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
124.9,306.3,187.2,77.9,123.6,36.8,5.73,14.8,109.7,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
192.7,31.7,6.7,106.1,57.3,29.2,0.17,94.8,43.2,Very Poor,Very Poor,Satisfactory,Very Poor,Very Poor,Very Poor
391.2,508.7,155.0,61.3,218.7,41.1,6.69,82.3,134.5,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
60.5,74.8,163.2,55.4,85.8,33.9,1.28,79.0,168.7,Satisfactory,Very Poor,Poor,Poor,Moderate,Very Poor
244.2,67.1,180.3,109.1,74.6,2.3,7.61,31.9,53.4,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
43.5,409.9,56.2,17.8,243.8,39.7,8.48,91.3,14.9,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Poor
338.9,375.9,98.0,128.8,237.3,28.6,2.25,1.7,89.2,Severe,Very Poor,Severe,Severe,Severe,Severe
355.5,507.5,162.8,113.0,183.4,26.0,0.59,73.7,104.5,Moderate,Very Poor,Severe,Moderate,Moderate,Moderate
65.0,309.2,23.9,34.1,138.6,28.5,2.02,83.6,175.3,Poor,Very Poor,Poor,Poor,Poor,Poor
491.1,311.8,77.6,21.3,25.2,25.9,3.16,23.2,124.3,Poor,Very Poor,Severe,Poor,Poor,Severe
480.5,177.7,141.7,74.8,74.2,20.9,9.48,84.2,87.2,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
341.2,409.6,113.7,59.3,235.4,3.0,9.16,30.6,194.5,Severe,Very Poor,Poor,Severe,Severe,Severe
75.3,116.1,130.0,13.9,226.6,4.9,3.55,21.2,77.1,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
327.5,459.1,34.7,30.0,46.2,24.4,0.48,49.5,133.8,Severe,Very Poor,Satisfactory,Severe,Severe,Severe
342.6,320.8,16.9,22.0,77.4,26.0,8.4,78.5,39.7,Severe,Very Poor,Moderate,Severe,Severe,Severe
243.7,447.8,42.2,144.4,105.2,18.7,5.88,65.1,175.3,Severe,Very Poor,Poor,Severe,Severe,Severe
365.6,423.0,160.9,65.8,75.5,12.6,0.61,54.6,153.9,Very Poor,Very Poor,Severe,Moderate,Very Poor,Severe
72.1,397.9,76.2,71.3,81.8,13.0,2.88,31.6,106.7,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
2.3,445.5,23.9,146.7,193.3,9.6,6.4,1.3,28.5,Severe,Very Poor,Very Poor,Severe,Severe,Severe
45.6,518.9,139.8,35.0,14.2,36.6,5.56,99.1,40.7,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
478.3,325.5,101.7,43.9,142.9,47.4,7.17,65.9,161.5,Poor,Very Poor,Severe,Poor,Poor,Poor
382.9,25.3,81.8,12.1,22.6,31.9,8.62,3.8,175.5,Poor,Very Poor,Poor,Poor,Poor,Moderate
387.4,136.9,80.3,95.0,23.3,12.8,4.91,96.0,172.5,Poor,Very Poor,Poor,Poor,Poor,Poor
377.2,359.8,22.9,86.5,151.8,13.3,3.49,34.4,156.9,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
274.5,521.7,188.7,119.3,10.3,2.1,4.43,93.1,149.5,Severe,Very Poor,Severe,Severe,Severe,Severe
305.8,21.5,23.7,41.5,244.5,38.1,3.72,79.2,197.1,Severe,Very Poor,Poor,Severe,Severe,Severe
258.0,29.6,116.0,134.8,118.7,30.1,3.53,27.7,8.9,Severe,Very Poor,Moderate,Severe,Severe,Severe
443.1,102.6,51.2,127.1,11.8,12.4,5.0,64.2,103.3,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
135.0,198.8,69.2,148.5,213.8,3.7,6.74,55.0,111.3,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
11.1,405.5,149.8,79.2,122.5,11.5,7.82,32.6,91.2,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
60.4,362.9,188.5,70.7,168.2,31.2,7.86,53.3,125.1,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
383.7,477.2,0.2,115.3,192.5,27.0,7.1,91.2,105.1,Severe,Very Poor,Severe,Severe,Severe,Severe
152.9,563.1,75.2,8.8,66.8,20.5,6.12,83.6,98.9,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
281.0,497.4,6.8,71.0,105.9,18.2,5.46,66.0,93.8,Severe,Very Poor,Severe,Severe,Severe,Severe
279.5,244.2,75.1,17.9,245.5,27.0,3.37,80.9,148.6,Severe,Very Poor,Poor,Severe,Severe,Severe
413.8,236.9,48.4,64.5,217.8,31.5,9.46,21.6,96.6,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
166.6,60.1,55.4,6.9,171.5,29.8,3.03,77.5,65.3,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
269.4,17.8,61.3,11.4,47.9,27.9,6.7,7.6,14.6,Severe,Very Poor,Moderate,Severe,Severe,Moderate
170.1,273.5,29.2,26.5,57.8,28.8,7.62,51.8,166.2,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
59.0,376.9,138.4,129.7,66.0,46.1,5.24,99.2,23.7,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
494.5,43.7,159.5,89.8,6.7,1.2,4.1,40.8,37.5,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
180.4,14.2,39.8,131.0,70.9,25.4,0.65,6.9,57.6,Very Poor,Very Poor,Moderate,Very Poor,Very Poor,Very Poor
199.5,3.8,55.6,59.4,170.7,49.1,1.55,81.1,109.5,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
480.5,101.2,189.6,15.8,52.8,28.1,7.53,5.4,145.1,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
302.0,185.2,38.2,67.6,231.3,35.0,0.61,63.0,27.1,Severe,Very Poor,Satisfactory,Severe,Severe,Severe
3.6,355.6,80.6,12.2,126.5,39.7,4.04,40.9,123.4,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Moderate
424.2,107.9,194.0,123.6,165.7,1.0,8.18,82.3,174.2,Poor,Very Poor,Poor,Poor,Poor,Poor
144.5,342.7,89.4,53.9,29.7,7.5,8.4,11.9,157.5,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
485.9,217.2,28.2,105.7,222.4,22.0,8.81,83.3,52.5,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
408.5,288.2,98.6,85.8,233.6,33.5,7.33,3.6,63.2,Poor,Very Poor,Moderate,Poor,Poor,Poor
174.3,561.1,91.2,147.1,112.4,4.6,4.29,12.8,5.0,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor
274.7,55.4,31.8,104.7,181.8,7.8,1.77,54.9,133.7,Severe,Very Poor,Poor,Severe,Severe,Severe
109.0,451.8,139.7,70.6,79.9,24.1,3.13,86.0,130.8,Severe,Very Poor,Very Poor,Severe,Severe,Severe
75.8,399.1,29.8,106.4,179.3,34.5,7.76,45.6,68.7,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor
138.0,406.9,45.3,0.6,158.7,21.0,1.36,73.4,194.2,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
31.3,146.6,123.5,113.4,145.6,23.6,3.85,52.1,13.7,Moderate,Very Poor,Very Poor,Moderate,Moderate,Moderate
23.6,545.7,138.2,49.9,85.5,45.5,1.05,42.8,161.8,Moderate,Very Poor,Poor,Poor,Moderate,Moderate
67.7,254.2,85.3,48.1,165.5,15.2,1.19,39.5,60.7,Poor,Very Poor,Satisfactory,Moderate,Poor,Severe
203.8,512.4,67.7,38.6,183.9,1.7,4.08,14.1,178.1,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
49.5,87.9,90.4,72.4,141.0,21.5,1.04,41.7,17.3,Satisfactory,Very Poor,Satisfactory,Satisfactory,Moderate,Moderate
452.9,195.1,111.0,48.7,4.8,11.8,6.78,88.7,35.8,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
471.9,5.0,138.9,35.5,92.8,18.2,8.79,27.7,145.3,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
376.6,190.9,163.5,19.6,204.2,28.8,0.28,15.7,141.1,Moderate,Very Poor,Satisfactory,Moderate,Moderate,Moderate
239.2,484.5,187.8,131.7,71.9,35.7,9.11,12.5,132.8,Severe,Very Poor,Severe,Severe,Severe,Severe
151.0,223.6,196.8,12.7,246.1,49.5,9.68,40.3,196.1,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor
411.6,495.3,133.6,146.4,16.5,30.0,2.73,37.0,12.9,Severe,Very Poor,Severe,Severe,Severe,Severe
343.4,434.6,176.7,119.2,237.7,18.5,5.71,5.7,85.3,Severe,Very Poor,Severe,Severe,Severe,Severe
494.7,8.9,18.9,81.1,129.2,3.1,6.33,10.2,119.3,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate
392.9,83.5,63.3,109.3,206.6,33.8,7.83,2.0,179.3,Poor,Very Poor,Poor,Poor,Poor,Poor
